ID,Character,English,English_IPA,Anzellan,Anzellan_IPA,Mixed_25,Mixed_25_IPA,Mixed_50,Mixed_50_IPA,Mixed_75,Mixed_75_IPA
vilo_lights_broken,Vilo,Who made the lights broken?!,hu mei̯d da ˈlaits ˈbwokan?!,Li ga-no po-meded boken?,li ˈɡano ˈpomeded ˈboken?,Li ga-no ipo lights broken!,li ˈɡano ˈipo ˈlaits ˈbwokan!,Ga-no da boken! Lights broken!,ˈɡano da ˈboken! ˈlaits ˈbwokan!,Ipo who make lights broken?,ˈipo hu mei̯k ˈlaits ˈbwokan?
vilo_yells_at_everyone,Vilo,Get to work you two!,ɡet tu wek ˈiu tu!,Ba bexa ed-d va!,ba ˈbeʃa ed.d va!,Ba bexa e-d two!,ba ˈbeʃa e.d tu!,"Ba bexa, you two!","ba ˈbeʃa, ˈiu tu!",Bexa you two work!,ˈbeʃa ˈiu tu wek!
vilo_power_orders,Vilo,Kado! Jibu! Get that power back online!,ˈkado! ˈdʒibu! ɡet dat ˈpaue bak ˈonlain!,Kado! Jibu! Ba buma ed-va ta tumu!,ˈkado! ˈdʒibu! ba ˈbuma ˈedva ta ˈtumu!,Kado! Jibu! Ba buma power now!,ˈkado! ˈdʒibu! ba ˈbuma ˈpaue ˈnau!,Ba buma ta tumu! Power back on!,ba ˈbuma ta ˈtumu! ˈpaue bak an!,Kado! Ba buma power no work!,ˈkado! ba ˈbuma ˈpaue no wek!
vilo_hurry_up,Vilo,Hurry up! Now!,hei̯ ap! ˈnau!,Ba haba! Bano!,ba ˈhaba! ˈbano!,Ba haba! Now!,ba ˈhaba! ˈnau!,Ba haba! Hurry now!,ba ˈhaba! hei̯ ˈnau!,Ba haba! Hurry now!,ba ˈhaba! hei̯ ˈnau!
vilo_good_job_kado,Vilo,Good job Kado.,ɡud dʒab ˈkado.,"Ixena, Kado","ˈiʃena, ˈkado","Ixena, Kado good job","ˈiʃena, ˈkado ɡud dʒab",Ixena job Kado,ˈiʃena dʒab ˈkado,Ixena good job!,ˈiʃena ɡud dʒab!
vilo_good_job_jibu,Vilo,Good job Jibu.,ɡud dʒab ˈdʒibu.,"Ixena, Jibu.","ˈiʃena, ˈdʒibu.",Ixena job!,ˈiʃena dʒab!,Ixena Jibu! Good job!,ˈiʃena ˈdʒibu! ɡud dʒab!,Ixena good job,ˈiʃena ɡud dʒab
vilo_good_job_everyone,Vilo,"Good job, everyone.","ɡud dʒab, ˈevwiwan.","Ixena, ud-ed","ˈiʃena, ˈuded","Ixena, ud-ed! Good","ˈiʃena, ˈuded! ɡud","Ixena, ud-ed! Good job!","ˈiʃena, ˈuded! ɡud dʒab!","Ixena, good job!","ˈiʃena, ɡud dʒab!"
vilo_response_annoyed,Vilo,Don't bother me with that!,dont ˈbade mi wid dat!,Nie ba mi wabad!,nie̯ ba mi ˈwabad!,Nie ba mi a ta! bother me!,nie̯ ba mi a ta! ˈbade mi!,Nie ba my bother!,nie̯ ba ˈmai ˈbade!,Nie ba no bother me!,nie̯ ba no ˈbade mi!
vilo_response_smug,Vilo,Keep your eyes on your own stations.,kip ˈioo ˈais an ˈioo on ˈstei̯ʃans.,Ba xina ed o ta [staxon].,ba ˈʃina ed o ta [ˈstaʃon].,"Ba xina e-va a ta podo, eyes own!","ba ˈʃina ˈeva a ta ˈpodo, ˈais on!","Ba xina ed o ta stations, li?","ba ˈʃina ed o ta ˈstei̯ʃans, li?",Ba xina Your eyes on your station,ba ˈʃina ˈioo ˈais an ˈioo ˈstei̯ʃan
vilo_fan_fixed_1,Vilo,Was that so hard?,was dat so had?,Li ked-ba apo?,li ˈkedba ˈapo?,Li apo bo hard?,li ˈapo bo had?,Hard? Ked-bo apo?,had? ˈkedbo ˈapo?,Apo so hard?,ˈapo so had?
vilo_fan_fixed_2,Vilo,Much better. Back to work!,matʃ ˈbete. bak tu wek!,Ixenudu. Ba bexa!,iˈʃenudu. ba ˈbeʃa!,Ixenudu. Ba bexa! Work!,iˈʃenudu. ba ˈbeʃa! wek!,Ixenudu. Back to work!,iˈʃenudu. bak tu wek!,Ixenudu! Work back now!,iˈʃenudu! wek bak ˈnau!
vilo_fan_fixed_3,Vilo,"That'll do, Jibu. Keep an eye on the fan next time.","ˈdatal du, ˈdʒibu. kip an ˈai an da fan nekst ˈtaim.",Ipo ga Jibu. Ba xina mi o tomig odo.,ˈipo ɡa ˈdʒibu. ba ˈʃina mi o ˈtomiɡ ˈodo.,"Ipo la-no, Jibu. Ba xina fan broken!","ˈipo ˈlano, ˈdʒibu. ba ˈʃina fan ˈbwokan!",Ked-ba Jibu. Abo. Watch the fan next time!,ˈkedba ˈdʒibu. ˈabo. watʃ da fan nekst ˈtaim!,"Ga-no do, Jibu. Keep eye on fan next time.","ˈɡano du, ˈdʒibu. kip ˈai an fan nekst ˈtaim."
vilo_refuses,Vilo,No.,no.,Nie.,nie̯.,Nie no,nie̯ no,Nie no,nie̯ no,Nie no.,nie̯ no.
vilo_reacts_to_mubo,Vilo,You heard the Utai! Get to it!,ˈiu hed da ˈutei̯! ɡet tu it!,Hena-no e ta [utai]! Ba ba ipo!,ˈhenano e ta [ˈutai]! ba ba ˈipo!,Hena-no e ta Utai! Go now!,ˈhenano e ta ˈutai! ɡo ˈnau!,You heard Utai! Ba ba ipo!,ˈiu hed ˈutai! ba ba ˈipo!,"Hena-no e, you heard the Utai!","ˈhenano e, ˈiu hed da ˈutai!"
vilo_must_be_kidding_v2,Vilo,"Ah, come on!","a, kam an!","A-o, ba!","ˈao, ba!","Ba haba, come on!","ba ˈhaba, kam an!",Ba haba! Come on!,ba ˈhaba! kam an!,Ba haba! come on!,ba ˈhaba! kam an!
vilo_droid_whats_wrong,Vilo,What's wrong with the dwoid?,wats won wid da dwoi̯d?,Li bok-no da djoid?,li ˈbokno da dʒoi̯d?,Li bok-no da djoid broken?,li ˈbokno da dʒoi̯d ˈbwokan?,Da djoid? Broken!,da dʒoi̯d? ˈbwokan!,Li bok-no droid broken?,li ˈbokno dwoi̯d ˈbwokan?
vilo_droid_malfunction,Vilo,Dwoid malfunction?,dwoi̯d ˈmalfankʃan?,Li da djoid nixetu?,li da dʒoi̯d ˈniʃetu?,Djoid nixetu? Malfunction?,dʒoi̯d ˈniʃetu? ˈmalfankʃan?,Nixetu dwoid?,ˈniʃetu dwoi̯d?,Nixetu droid broken?,ˈniʃetu dwoi̯d ˈbwokan?
vilo_you_heard_mubo,Vilo,You heard Mubo. Hurry up and get the key!,ˈiu hed ˈmubo. hei̯ ap and ɡet da ki!,Hena-no e [mubo]. Ba buma ta gade!,ˈhenano e [ˈmubo]. ba ˈbuma ta ˈɡade!,Hena-no e Mubo. Ba haba get key!,ˈhenano e ˈmubo. ba ˈhaba ɡet ki!,Hena-no e Mubo. Hurry up get key!,ˈhenano e ˈmubo. hei̯ ap ɡet ki!,Hena-no e Mubo. Hurry up get the key!,ˈhenano e ˈmubo. hei̯ ap ɡet da ki!
vilo_points_work_bench,Vilo,Kado! Hurry it up!,ˈkado! hei̯ it ap!,Kado! Ba haba!,ˈkado! ba ˈhaba!,Kado! Ba haba! hurry!,ˈkado! ba ˈhaba! hei̯!,Ba haba! Hurry up!,ba ˈhaba! hei̯ ap!,Ba haba! Hurry up!,ba ˈhaba! hei̯ ap!
vilo_status_report,Vilo,"Jibu, Kado! Status report!","ˈdʒibu, ˈkado! ˈstatas ˈwipot!","Jibu, Kado! Penaga-la no!","ˈdʒibu, ˈkado! peˈnaɡala no!","Jibu, Kado! Report!","ˈdʒibu, ˈkado! ˈwipot!",Li la pena-bexa! Status report!,li la peˈnabeʃa! ˈstatas ˈwipot!,Li la-no report!,li ˈlano ˈwipot!
vilo_shout_order_at_kado,Vilo,"Kado, move it!","ˈkado, muv it!","E Kado, ba daba!","e ˈkado, ba ˈdaba!",Ba haba Kado move!,ba ˈhaba ˈkado muv!,Ba haba Kado! Move it!,ba ˈhaba ˈkado! muv it!,Ba Kado move!,ba ˈkado muv!
vilo_shout_order_at_jibu,Vilo,"What are you waiting for, fix it!","wat ˈaa ˈiu ˈwei̯tin ˈfoo, fiks it!","Li bana e-va, ba moga ipo!","li ˈbana ˈeva, ba ˈmoɡa ˈipo!",Li bana po e? Fix it!,li ˈbana po e? fiks it!,Li bani e? Fix it now!,li ˈbani e? fiks it ˈnau!,"Ba moga, what you wait?","ba ˈmoɡa, wat ˈiu wei̯t?"
vilo_shout_order_at_everyone,Vilo,Time's running out!,ˈtaims ˈwanin ˈaut!,Bumani-mo med timadib!,buˈmanimo med ˈtimadib!,Bumani-mo time out!,buˈmanimo ˈtaim ˈaut!,Med timadib! Time out!,med ˈtimadib! ˈtaim ˈaut!,Bumani-mo time run!,buˈmanimo ˈtaim wan!
vilo_makes_announcement,Vilo,All hands on deck!,ol hands an dek!,Ba gapa da wabad!,ba ˈɡapa da ˈwabad!,Ba po-wabad go fix!,ba ˈpowabad ɡo fiks!,Ba moga hands up!,ba ˈmoɡa hands ap!,Wabad all hands on!,ˈwabad ol hands an!
vilo_directs_jibu_v2,Vilo,I need you to handle that?,ˈai nid ˈiu tu ˈhandal dat?,"Migaba mi moga e ked-ba, li?","ˈmiɡaba mi ˈmoɡa e ˈkedba, li?",Migaba mi ba moga pipe broken!,ˈmiɡaba mi ba ˈmoɡa ˈpaip ˈbwokan!,Migaba e ba fix that?,ˈmiɡaba e ba fiks dat?,Migaba mi you handle that?,ˈmiɡaba mi ˈiu ˈhandal dat?
vilo_handle_it,Vilo,Handle it. Now.,ˈhandal it. ˈnau.,Ba moga ipo. Bano.,ba ˈmoɡa ˈipo. ˈbano.,Ba moga now!,ba ˈmoɡa ˈnau!,"Ba moga, fix now!","ba ˈmoɡa, fiks ˈnau!",Ba moga handle it!,ba ˈmoɡa ˈhandal it!
vilo_kado_hurry_up,Vilo,"Kado, get it together!","ˈkado, ɡet it ˈtaɡede!","Kado, ba buma ipo!","ˈkado, ba ˈbuma ˈipo!","Ba buma ipo! Kado, together!","ba ˈbuma ˈipo! ˈkado, ˈtaɡede!","Kado, ba buma! Get together!","ˈkado, ba ˈbuma! ɡet ˈtaɡede!","Ba buma Kado, get together!","ba ˈbuma ˈkado, ɡet ˈtaɡede!"
vilo_mutters,Vilo,This gig is getting worse all the time.,dis ɡiɡ is ˈɡetin wes ol da ˈtaim.,Mo bexa bad ud-bano.,mo ˈbeʃa bad ˈudbano.,Mo bexa bad udmo panel broken!,mo ˈbeʃa bad ˈudmo ˈpanal ˈbwokan!,"Mo bexa bad, gig get worse","mo ˈbeʃa bad, ɡiɡ ɡet wes",Mo bexa this gig getting worse,mo ˈbeʃa dis ɡiɡ ˈɡetin wes
vilo_sigh_relief,Vilo,That was a close call.,dat was a klos kol.,Ked-ba no kitepe,ˈkedba no ˈkitepe,No ked-ba kitepe close!,no ˈkedba ˈkitepe klos!,Close call! Ked-ba kitepe.,klos kol! ˈkedba ˈkitepe.,Ked-ba very close call,ˈkedba ˈvewi klos kol
vilo_repaired_progress,Vilo,Progress!,ˈpwaɡwes!,Bama!,ˈbama!,Ba-mo work!,ˈbamo wek!,Progress! Ipo ixena!,ˈpwaɡwes! ˈipo ˈiʃena!,Ba-mo progress!,ˈbamo ˈpwaɡwes!
vilo_celebration,Vilo,We saved the day!,wi sei̯vd da dei̯!,Moga-no med da bed!,ˈmoɡano med da bed!,Ga-no med day saved!,ˈɡano med dei̯ sei̯vd!,Med da bed! We saved!,med da bed! wi sei̯vd!,"Med, we saved day!","med, wi sei̯vd dei̯!"
vilo_slumps_in_chair,Vilo,I'm getting too old for this.,ˈaim ˈɡetin tu old ˈfoo dis.,Mo mi gimani bano.,mo mi ˈɡimani ˈbano.,Mo mi gimani ud bano old now,mo mi ˈɡimani ud ˈbano old ˈnau,Mo mi gimani old now,mo mi ˈɡimani old ˈnau,"Mo mi, too old for this","mo mi, tu old ˈfoo dis"
vilo_quota_ship_units,Vilo,Heads up! We need to ship 20 units to hit our quota today.,heds ap! wi nid tu ʃip 20 ˈiunats tu hit ˈaue ˈkwota ˈtadei̯.,Ba degaemi! Med miga-ta be-n gapa med penaga 20 diye da med maco beded!,ba deˈɡaemi! med ˈmiɡata be.n ˈɡapa med ˈpenaɡa 20 ˈdii da med ˈmako ˈbeded!,E-va ba haba. Migaba med deka ta pama po-d units. Hit quota!,ˈeva ba ˈhaba. ˈmiɡaba med ˈdeka ta ˈpama po.d ˈiunats. hit ˈkwota!,Migaba med pena penaga de ba go ship twenty,ˈmiɡaba med ˈpena ˈpenaɡa de ba ɡo ʃip ˈtwenti,Djoid biba! We need to ship twenty units hit quota today!,dʒoi̯d ˈbiba! wi nid tu ʃip ˈtwenti ˈiunats hit ˈkwota ˈtadei̯!
vilo_speeder_bdx_crowds,Vilo,Big crowds for the BDX droids. Again.,biɡ ˈkwauds ˈfoo da bdks dwoi̯ds. ˈaɡen.,"Da biba djoid BDX po-ded, dega","da ˈbiba dʒoi̯d bdʃ ˈpoded, ˈdeɡa",Ka ud medet ba bama da BDX. Big crowds!,ka ud ˈmedet ba ˈbama da bdʃ. biɡ ˈkwauds!,Big crowds for BDX droids. Ud tumu!,biɡ ˈkwauds ˈfoo bdʃ dwoi̯ds. ud ˈtumu!,Da ud nad crowd big for BDX droids. Again.,da ud nad ˈkwaud biɡ ˈfoo bdʃ dwoi̯ds. ˈaɡen.
vilo_hutt_droid_ask,Vilo,"Jibu, what happened with that Hutt droid you were working on?","ˈdʒibu, wat ˈhapand wid dat hat dwoi̯d ˈiu we ˈwekin an?","Jibu, li ga-no a da djoid a Hutt po e moga-mo?","ˈdʒibu, li ˈɡano a da dʒoi̯d a hutt po e ˈmoɡamo?","Jibu, li ga-no e moga-mi? Hutt droid broken?","ˈdʒibu, li ˈɡano e ˈmoɡami? hat dwoi̯d ˈbwokan?","Jibu, li ga-no a djoid! What happened, huh?","ˈdʒibu, li ˈɡano a dʒoi̯d! wat ˈhapand, ha?","Jibu, li ga-no a potokol djoid you was working on?","ˈdʒibu, li ˈɡano a ˈpotokol dʒoi̯d ˈiu was ˈwekin an?"
vilo_jedi_back_to_work,Vilo,Don't believe everything you hear. Get back to work!,dont ˈbiliv ˈevwitin ˈiu ˈhii. ɡet bak tu wek!,Nie banada ta med. Ba bexa!,nie̯ ˈbanada ta med. ba ˈbeʃa!,Nie gima hena-no! Get back ba bexa.,nie̯ ˈɡima ˈhenano! ɡet bak ba ˈbeʃa.,Nie banada hena! Get back work!,nie̯ ˈbanada ˈhena! ɡet bak wek!,Nie! Don't believe all you hear! Get back to work!,nie̯! dont ˈbiliv ol ˈiu ˈhii! ɡet bak tu wek!
vilo_guest_need_credits,Vilo,Keep doing your job. We need their credits.,kip ˈduin ˈioo dʒab. wi nid ˈdee ˈkwedits.,Ga mo bexa e-va. Migaba ni keditu po-da.,ɡa mo ˈbeʃa ˈeva. ˈmiɡaba ni ˈkeditu ˈpoda.,Ba mo bexa mi. Their credits needed!,ba mo ˈbeʃa mi. ˈdee ˈkwedits ˈnidad!,Migaba da ked keditu! Keep doing job.,ˈmiɡaba da ked ˈkeditu! kip ˈduin dʒab.,Ba-mo bexa med. Need their credits now!,ˈbamo ˈbeʃa med. nid ˈdee ˈkwedits ˈnau!
vilo_guest_thinks_funny,Vilo,Somebody thinks they're funny.,ˈsambadi tinks ˈdee ˈfani.,Da bana-na ie bibi,da ˈbanana ie̯ ˈbibi,Bana-nie ba funny,ˈbananie̯ ba ˈfani,Bana-nie funny!,ˈbananie̯ ˈfani!,Ha! Somebody think funny!,ha! ˈsambadi tink ˈfani!
vilo_guest_dont_forget_quotas,Vilo,Don't forget your quotas! Hurry it up!,dont ˈfeɡet ˈioo ˈkwotas! hei̯ it ap!,Nie ba bumani mi xo kwota! Ba haba!,nie̯ ba ˈbumani mi ʃo ˈkwota! ba ˈhaba!,Nie pama! Quotas hurry!,nie̯ ˈpama! ˈkwotas hei̯!,Nie ba ga quotas! Hurry up!,nie̯ ba ɡa ˈkwotas! hei̯ ap!,Nad! Don't forget quotas! Hurry up!,nad! dont ˈfeɡet ˈkwotas! hei̯ ap!
vilo_guest_grey_hair_wiser,Vilo,Hey! Gray hair means you're wiser.,hei̯! ɡwei̯ ˈhee mins ˈiuu ˈwaise.,Hei! Da biba kasa ga va-e xo ixena,hei̯! da ˈbiba ˈkasa ɡa ˈvae ʃo ˈiʃena,Bima djoid! You wiser!,ˈbima dʒoi̯d! ˈiu ˈwaise!,Hei! Ipo ixena. Gray hair wise.,hei̯! ˈipo ˈiʃena. ɡwei̯ ˈhee ˈwais.,Bomu! Gray hair wise!,ˈbomu! ɡwei̯ ˈhee ˈwais!
vilo_guest_pasaana_color,Vilo,I saw that color on Pasaana once.,ˈai so dat ˈkale an paˈsaana wans.,Xina-no mi ked-ba kapa a Pasaana be,ˈʃinano mi ˈkedba ˈkapa a paˈsaana be,Xina-no mi ked kapa a Pasaana be color once,ˈʃinano mi ked ˈkapa a paˈsaana be ˈkale wans,"Ked-ba kapa be, I saw once","ˈkedba ˈkapa be, ˈai so wans",Xina-no mi saw that color on Pasaana once,ˈʃinano mi so dat ˈkale an paˈsaana wans
vilo_guest_fuel_injectors,Vilo,"Kado, you solder those fuel injectors yet?","ˈkado, ˈiu ˈsade dos ˈfiual ˈindʒektes ie̯t?","Kado, li e-va la-no ta po-fuel-injector ba moga?","ˈkado, li ˈeva ˈlano ta pofueˈlindʒektow ba ˈmoɡa?","Kado! E-va la po-ipama, solder yet?","ˈkado! ˈeva la poˈipama, ˈsade ie̯t?","Kado, e-va ba moga! Done yet?","ˈkado, ˈeva ba ˈmoɡa! dan ie̯t?","Kado, bo you solder fuel injectors yet?","ˈkado, bo ˈiu ˈsade ˈfiual ˈindʒektes ie̯t?"
vilo_guest_need_it_today,Vilo,No! They need it today!,no! dei̯ nid it ˈtadei̯!,Nie! med migaba ipo bed-no!,nie̯! med ˈmiɡaba ˈipo ˈbedno!,"Nie, miga-bo ipo today!","nie̯, ˈmiɡabo ˈipo ˈtadei̯!",Nie bano! Need it!,nie̯ ˈbano! nid it!,Nie! need it today!,nie̯! nid it ˈtadei̯!
vilo_guest_who_are_you,Vilo,You! Who are you?,ˈiu! hu ˈaa ˈiu?,E-va! Li e?,ˈeva! li e?,E! Who e?,e! hu e?,E! Who you?,e! hu ˈiu?,E-va who you?,ˈeva hu ˈiu?
vilo_guest_why_near_shop,Vilo,You! Why you near our shop?,ˈiu! ˈwai ˈiu ˈnii ˈaue ʃap?,E-va! Li e gado ked-ka anzel-po?,ˈeva! li e ˈɡado ˈkedka ˈanselpo?,E-va! Li bana near our shop?,ˈeva! li ˈbana ˈnii ˈaue ʃap?,Why you near anzel?,ˈwai ˈiu ˈnii ˈansel?,E-va! You why near shop?,ˈeva! ˈiu ˈwai ˈnii ʃap?
vilo_guest_not_grumpy,Vilo,Not grumpy. Just a good worker.,nat ˈɡwampi. dʒast a ɡud ˈweke.,Nie ipo goda. Ba bexa ixena.,nie̯ ˈipo ˈɡoda. ba ˈbeʃa ˈiʃena.,Nie ipo goda! Just good worker.,nie̯ ˈipo ˈɡoda! dʒast ɡud ˈweke.,Ni ga ipo. Good worker!,ni ɡa ˈipo. ɡud ˈweke!,Nie bana-nie. I am good worker.,nie̯ ˈbananie̯. ˈai am ɡud ˈweke.
vilo_guest_go_away,Vilo,You still here? Go away!,ˈiu stil ˈhii? ɡo ˈawei̯!,Li ked ba-mo? Nie ba!,li ked ˈbamo? nie̯ ba!,E-do ud ked? Go away!,ˈedo ud ked? ɡo ˈawei̯!,Li ked-ba bado? Go away!,li ˈkedba ˈbado? ɡo ˈawei̯!,Ked mo? Go away!,ked mo? ɡo ˈawei̯!
vilo_guest_i_said_go,Vilo,I said go! We got work to do!,ˈai sed ɡo! wi ɡat wek tu du!,La-no ba! Med ba bexa ga,ˈlano ba! med ba ˈbeʃa ɡa,La-no ba! We got work do!,ˈlano ba! wi ɡat wek du!,La-no ba! We got work to do!,ˈlano ba! wi ɡat wek tu du!,"Bomu! I said go, we got work!","ˈbomu! ˈai sed ɡo, wi ɡat wek!"
vilo_react_interesting,Vilo,Interesting.,ˈintwastin.,li bama,li ˈbama,Pene-ixena! Interesting!,peneˈiʃena! ˈintwastin!,Ipo xilaxi! Cool!,ˈipo ˈʃilaʃi! kul!,Ga-no ka interesting,ˈɡano ka ˈintwastin
vilo_havent_seen,Vilo,Hm. Haven't seen that one before.,hm. ˈhavant sin dat wan ˈbifoo.,Hm. Li no xina ka ked-nipo.,hm. li no ˈʃina ka ˈkednipo.,Li ipo-po hm hm.,li ˈipopo hm hm.,"Hm. Li ga-no xina po-ka, never seen!","hm. li ˈɡano ˈʃina ˈpoka, ˈneve sin!",Nie la-no mi not see before,nie̯ ˈlano mi nat si ˈbifoo
vilo_react_didnt_know,Vilo,Didn't know that.,ˈdidant no dat.,Nie banada-no ked,nie̯ baˈnadano ked,Ga-no that,ˈɡano dat,Nie banada! Didn't know!,nie̯ ˈbanada! ˈdidant no!,Banada no know!,ˈbanada no no!
vilo_react_mmhmm_v2,Vilo,Mmm.,mmm.,Mmm.,mmm.,"Mu-muba, mmm","ˈmumuba, mmm","Mu-muba, mmm.","ˈmumuba, mmm.","Mumuba, mmm","ˈmumuba, mmm"
vilo_react_what_now,Vilo,What now.,wat ˈnau.,Li bano.,li ˈbano.,Li bano? What,li ˈbano? wat,Li now?,li ˈnau?,Bano what now!,ˈbano wat ˈnau!
vilo_react_moving_on,Vilo,Moving on.,ˈmuvin an.,ba-mo,ˈbamo,Ba na on,ba na an,Ba-mo move,ˈbamo muv,Ba-mo moving on!,ˈbamo ˈmuvin an!
vilo_last_week_dont_remind,Vilo,Don't remind me about last week.,dont ˈwimaind mi ˈabaut last wik.,Nie ba mi la tak-a be-no!,nie̯ ba mi la ˈtaka ˈbeno!,Nie ba mi la pena last week!,nie̯ ba mi la ˈpena last wik!,Nie ba mi! Last week!,nie̯ ba mi! last wik!,"Nie la last week, no remind me!","nie̯ la last wik, no ˈwimaind mi!"
vilo_today_too_much,Vilo,Too much on the list today.,tu matʃ an da list ˈtadei̯.,Ud-udu a lista bano,ˈududu a ˈlista ˈbano,Ud da bana bano too much,ud da ˈbana ˈbano tu matʃ,Tumu udu! Too much list!,ˈtumu ˈudu! tu matʃ list!,Udu da much things on list,ˈudu da matʃ tins an list
vilo_cantina_closed_late,Vilo,Cantina closed late last night. Very late!,ˈkantina klosd lei̯t last ˈnait. ˈvewi lei̯t!,Da cantina banada-no tepe-bed bano. Be-be bano!,da ˈkantina baˈnadano ˈtepebed ˈbano. ˈbebe ˈbano!,Ked-ba kontina ketapa bed-no. Very late!,ˈkedba ˈkontina ˈketapa ˈbedno. ˈvewi lei̯t!,Cantina closed! Ked tumunie bed-no.,ˈkantina klosd! ked ˈtumunie̯ ˈbedno.,Ba-no cantina closed late last night!,ˈbano ˈkantina klosd lei̯t last ˈnait!
vilo_weekend_stayed_in,Vilo,Stayed in. It was fine.,stei̯d in. it was ˈfain.,Ba-no ka anzel. Ipo ixena.,ˈbano ka ˈansel. ˈipo ˈiʃena.,Ba-no ked ixena fine.,ˈbano ked ˈiʃena ˈfain.,Ba-no ixena! Stayed in.,ˈbano ˈiʃena! stei̯d in.,Ked ixena stayed in.,ked ˈiʃena stei̯d in.
vilo_weird_noticed_earlier,Vilo,I noticed something earlier. Not sure what.,ˈai ˈnotast ˈsamtin ˈelie̯. nat ˈʃuu wat.,Ga-no mi xina tumuniemi. Nie gima li?,ˈɡano mi ˈʃina tuˈmunie̯mi. nie̯ ˈɡima li?,Ga-no mi bana-tib Not sure,ˈɡano mi ˈbanatib nat ˈʃuu,Ga-no mi degamie. Not sure what.,ˈɡano mi ˈdeɡamie̯. nat ˈʃuu wat.,Ga-no mi something earlier. Not sure what.,ˈɡano mi ˈsamtin ˈelie̯. nat ˈʃuu wat.
vilo_weird_keep_eye_out,Vilo,Keep an eye out.,kip an ˈai ˈaut.,Ba xina,ba ˈʃina,Ba xina ta eye!,ba ˈʃina ta ˈai!,Ba xina! Watch out!,ba ˈʃina! watʃ ˈaut!,"Ba xina, keep eye out!","ba ˈʃina, kip ˈai ˈaut!"
vilo_smalltalk_one_thing_at_a_time,Vilo,One thing at a time.,wan tin at a ˈtaim.,Da bana ka po-da,da ˈbana ka ˈpoda,Ka bana ta po-bana one!,ka ˈbana ta ˈpobana wan!,"Ka bana po-de, one time","ka ˈbana ˈpode, wan ˈtaim",Bana one thing at time,ˈbana wan tin at ˈtaim
vilo_step_by_step,Vilo,Just go step by step.,dʒast ɡo step ˈbai step.,ba haba ba haba,ba ˈhaba ba ˈhaba,Ba hena ta be po-ka step,ba ˈhena ta be ˈpoka step,Ba-tipa step by step,ˈbatipa step ˈbai step,Ba moga step by step,ba ˈmoɡa step ˈbai step
vilo_guest_goodbye,Vilo,Goodbye. Move along.,ˈɡudbai. muv ˈalon.,Bama xe. Ba ba e-va.,ˈbama ʃe. ba ba ˈeva.,Bama xe. Move!,ˈbama ʃe. muv!,Bama xe. Move on!,ˈbama ʃe. muv an!,Bama xe. Move along!,ˈbama ʃe. muv ˈalon!
vilo_guest_lightsaber,Vilo,Ooh! A' deg a' Jedi!,u! a' deɡ a' ˈdʒedai!,Aaxe! Dega me Jedi!,ˈaaʃe! ˈdeɡa me ˈdʒedi!,Da deg Jedi! wow!,da deɡ ˈdʒedai! ˈwau!,Dega Jedi! Uh oh!,ˈdeɡa ˈdʒedai! a o!,Aaxe! Jedi so strong!,ˈaaʃe! ˈdʒedai so stwon!
vilo_guest_phone_camera_selfie,Vilo,Fine. One picture.,ˈfain. wan ˈpiktʃe.,Ixena. Ka pikta.,ˈiʃena. ka ˈpikta.,Ixena. Picture!,ˈiʃena. ˈpiktʃe!,Ixena. One picture.,ˈiʃena. wan ˈpiktʃe.,Ixena. Picture one!,ˈiʃena. ˈpiktʃe wan!
vilo_guest_compliment,Vilo,Yes. I am best.,ie̯s. ˈai am best.,Nad. Mi ixenudu.,nad. mi iˈʃenudu.,Nad. Mi best.,nad. mi best.,Mi best. Nad.,mi best. nad.,Nad. I am best.,nad. ˈai am best.
vilo_guest_cast_member_stop_yelling,Vilo,Hmph. Not yelling.,hmf. nat ˈie̯lin.,Hmph. Nie.,hmph. nie̯.,Nie ba la! No yelling!,nie̯ ba la! no ˈie̯lin!,Not yelling! Nie.,nat ˈie̯lin! nie̯.,Nie la-o yelling!,nie̯ ˈlao ˈie̯lin!
vilo_guest_called_ugly,Vilo,Ugly?! ME?! No!,ˈaɡli?! mi?! no!,Li koko? Li mi-va? Nie!,li ˈkoko? li ˈmiva? nie̯!,Mi?! No! Koko?!,mi?! no! ˈkoko?!,Ipo! Ugly no!,ˈipo! ˈaɡli no!,Mi? Ugly no!,mi? ˈaɡli no!
vilo_guest_called_cute,Vilo,Cute? Well... yes.,ˈkiut? wel... ie̯s.,Li momo? De... nad.,li ˈmomo? de... nad.,Li momo? yes.,li ˈmomo? ie̯s.,Li momo? Yes.,li ˈmomo? ie̯s.,"Momo? Yes, well","ˈmomo? ie̯s, wel"
vilo_guest_holds_up_grogu,Vilo,Bad baby! Go away!,bad ˈbei̯bi! ɡo ˈawei̯!,Bad bebi! Ba ba nie mi wabad!,bad ˈbebi! ba ba nie̯ mi ˈwabad!,Bad bebi! Go away!,bad ˈbebi! ɡo ˈawei̯!,Bad bebi! Go away!,bad ˈbebi! ɡo ˈawei̯!,Bad bebi! Go away!,bad ˈbebi! ɡo ˈawei̯!
vilo_guest_holds_up_toy_droid,Vilo,That droid! We fix!,dat dwoi̯d! wi fiks!,Da droid! Moga med!,da dwoi̯d! ˈmoɡa med!,Da djoid! fix!,da dʒoi̯d! fiks!,Da djoid! We fix!,da dʒoi̯d! wi fiks!,Da djoid! Fix now!,da dʒoi̯d! fiks ˈnau!
